海伦·格拉芙和希瑟·斯坦宁在五年中未尝败绩。	helen graf and heather xi solyariya in five years the outstanding defeats .	-1.72661334626707	0.8181818181818181	0.13190829525545253	0.42736665168106897	0.5292047	0.7979008	0.7563133	-0.8286470478514215	0.719864	0.6229343
而陈一冰则在率领中国拿到2012年奥运团体冠军的同时，也成为了吊环王。	and chen yibing , who led china to the 2012 olympic group champion , was also the king .	-1.63781318601382	0.7058823529411764	0.20727017541184428	0.5684763955277425	0.55956596	0.8569532	0.8964625	-0.5171377393745743	0.8424067	0.89993936
戴图理凭借 Predilection 在纽马基特的成功取得职业3,000胜	through the successful occupation of the president at new york , 3,000	-1.60192713963974	0.72	0.12980013051190084	0.08333333333333333	0.510187	0.6746377	0.68787426	-0.7588492463470151	0.5166906	0.6992061
作为金满贯得主的纳达尔，对奥运会情有独钟，伤未痊愈的他，此次三线出击，斩获颇丰。	as the of jin man , , the olympic games to the olympics , injury to him , the three - line attack , a great deal .	-1.4829333207708701	0.6153846153846154	0.07142857142857141	0.3529418048153136	0.6394129	0.7272111	0.6629417	-0.7252667965066055	0.4320736	0.6662847
而我们则面向女性。	and we face women .	-1.4554492936678298	0.8888888888888888	0.3274923012311928	0.8	0.5671509	0.83199793	0.93667704	-0.6448134351201008	0.8133122	0.84923494
毕竟运动员踏入一个新的领域，无论是能力还是人脉，均是一个空白状态。	after all the athletes stepping into a new field , whether it is ability or contacts , are a blank state .	-1.45243953271063	0.7777777777777778	0.35694216526476424	0.6949549354678431	0.582439	0.8696985	0.8194138	-0.5679439277777175	0.8125297	0.85755694
一位推特用户最近开心地在网上宣称“其他网民也认为霍普·索罗和珍妮弗·卡彭特实际上长得一模一样。”	&quot; other internet users believe that the other internet users are actually identical , &quot; he said online .	-1.36973996646155	0.631578947368421	0.03349484337357156	0.13043478260869565	0.47457677	0.6784262	0.5485493	-0.7446175749643114	0.5599305	0.67867154
刘宇禁区前凶狠铲抢侵犯克里梅茨，他与情绪激动的王栋相继领到黄牌。	liu kuyu &apos;s forbidden area in front of the ferocious shovel to violate kermez , he and his emotional agitation wang the succession to the yellow card .	-1.3480292305576298	0.6666666666666667	0.16129032258064513	0.3870967741935484	0.5145697	0.8153645	0.67646337	-0.8546728185918386	0.67248327	0.62521446
科先生扮了个怪相。	kuwait gentleman has played the role of a moue .	-1.33455075740676	0.8	0	0.2	0.5608926	0.6560666	0.56586444	-0.7300003468585001	0.44676912	0.49806705
国安在第37分钟就进行换人调整，张晓彬下场，张池明登场反戈旧主。	in the 37th minute , mr ann undertook a change of change , zhang xiaobin , zhang ming in the old lord .	-1.30757052229347	0.7058823529411764	0.08325681461464182	0.3478260869565218	0.5248502	0.8143584	0.7752133	-0.7703111381990094	0.68851525	0.73510987
现年63岁的流浪者韩某与另一流浪汉肖某酒后发生争执，遂持刀将其扎死。	the 63 homeless , a 63 homeless , had a knife with another tramp , and he was killed by a knife .	-1.3019529119576698	0.7894736842105263	0.13043478260869565	0.391304347826087	0.57862985	0.76167154	0.6717643	-0.8387907939329936	0.6928972	0.76973844
