0	Christine Mikolajuk and Greta Levy were in 2002 and 2004 regional , provincial and national bilingual debating champions .	Christine Mikolajuk and Greta Levy were bilingual in 2002 and 2004 , provincial and national regional debating champions .	0.937538206577301	0.9670924	0.99928296	0.8340760312757778	0.97997975	0.984062	0.98958486	0.9859318	0.5205458998680115
1	Christine Mikolajuk and Greta Levy were in 2002 and 2004 regional , provincial and national bilingual debating champions .	Christine Mikolajuk and Greta Levy were Regional , Provincial and National Bilingual Debating Champions in 2002 and 2004 , respectively .	0.9160020351409912	0.97330517	0.96474326	0.7751325319943965	0.9867871	0.9734891	0.9914249	0.9874584	0.6381734609603882
0	Their personal relationship , however , has survived this professional separation .	Their professional relationship , however , has survived this personal separation .	0.9833894968032837	0.9617881	0.99894935	0.8747334635072762	0.99082446	0.99315566	0.9948846	0.98298955	0.8908719420433044
1	Their personal relationship , however , has survived this professional separation .	However , their personal relationship survived this professional separation .	0.9298533201217651	0.98446196	0.99153006	0.7440190064554605	0.98503155	0.9560526	0.9773617	0.98697215	0.701233446598053
0	It was directed by Winrich Kolbe and was written by Jack B. Sowards .	It was directed by Jack B. Sowards and was written by Winrich Kolbe .	0.9707489609718323	0.90240896	0.9981064	0.8959404160655181	0.9982092	0.99480563	0.9961592	0.9983774	0.7769744992256165
1	It was directed by Winrich Kolbe and was written by Jack B. Sowards .	Directed by Winrich Kolbe , it was written by Jack B. Sowards .	0.9403955340385437	0.9784206	0.9304418	0.7862722410943238	0.986782	0.98535484	0.9755428	0.9946156	0.762048602104187
0	Ed Williams is an American actor , who played Ted Olsen on the TV series `` Police Squad ! '' and in `` The Naked Gun '' films .	Ted Olsen was an American actor who played Ed Williams in the TV series '' Police Squad ! `` and '' The Naked Gun `` films .	0.9101797342300415	0.9655971	0.9859913	0.7477086033891418	0.9848336	0.96292305	0.9832655	0.99332434	0.5921870470046997
1	Ed Williams is an American actor , who played Ted Olsen on the TV series `` Police Squad ! '' and in `` The Naked Gun '' films .	Ed Williams is an American actor who played Ted Olsen in the TV series ' 'Police Squad ' 'and ' 'The Naked Gun ' 'films .	0.9096431732177734	0.96963835	0.9873587	0.8121332059239311	0.9921188	0.9650299	0.9761747	0.9940367	0.6849663853645325
0	David defeated his opponent Peter Witt in the 1915 Cleveland mayoral election .	Peter Witt defeated his opponent David in the mayoral election of Cleveland in 1915 .	0.9059467315673828	0.95087785	0.9957014	0.6941556941975904	0.9913015	0.9288088	0.9916979	0.987712	0.4708439111709595
1	David defeated his opponent Peter Witt in the 1915 Cleveland mayoral election .	In the 1915 Cleveland Mayoral Election , he defeated his opponent , Peter Witt .	0.9119213223457336	0.8133982	0.9025053	0.7825635872598504	0.98553985	0.97040814	0.93995845	0.9414729	0.4671991169452667
